authority_id,key,address_components_long_name,address_components_short_name,address_components_types_1,address_components_types_2,address_components_types_3,formatted_address,location_type,viewport_northeast_lat,viewport_northeast_lng,lat,lng,bounds_northeast_lat,bounds_northeast_lng,bounds_southwest_lat,bounds_southwest_lng,place_id,compound_code,global_code,type_1,type_2,type_3,type_4,partial_match
1,results,58,58,street_number,NA,NA,"Norderstraße 58, 24939 Flensburg, Germany",ROOFTOP,54.7938133802915,9.432376880291503,54.7911154197085,9.429678919708499,NA,NA,NA,NA,ChIJRzK1Qr9Cs0cRyatcTIaQzl8,"QCRJ+XC Flensburg, Germany",9F6FQCRJ+XC,street_address,NA,NA,NA,NA
1,results,Norderstraße,Norderstraße,route,NA,NA,"Norderstraße 58, 24939 Flensburg, Germany",ROOFTOP,54.7938133802915,9.432376880291503,54.7911154197085,9.429678919708499,NA,NA,NA,NA,ChIJRzK1Qr9Cs0cRyatcTIaQzl8,"QCRJ+XC Flensburg, Germany",9F6FQCRJ+XC,street_address,NA,NA,NA,NA
1,results,Altstadt,Altstadt,political,sublocality,sublocality_level_1,"Norderstraße 58, 24939 Flensburg, Germany",ROOFTOP,54.7938133802915,9.432376880291503,54.7911154197085,9.429678919708499,NA,NA,NA,NA,ChIJRzK1Qr9Cs0cRyatcTIaQzl8,"QCRJ+XC Flensburg, Germany",9F6FQCRJ+XC,street_address,NA,NA,NA,NA
1,results,Flensburg,FL,locality,political,NA,"Norderstraße 58, 24939 Flensburg, Germany",ROOFTOP,54.7938133802915,9.432376880291503,54.7911154197085,9.429678919708499,NA,NA,NA,NA,ChIJRzK1Qr9Cs0cRyatcTIaQzl8,"QCRJ+XC Flensburg, Germany",9F6FQCRJ+XC,street_address,NA,NA,NA,NA
1,results,Schleswig-Holstein,SH,administrative_area_level_1,political,NA,"Norderstraße 58, 24939 Flensburg, Germany",ROOFTOP,54.7938133802915,9.432376880291503,54.7911154197085,9.429678919708499,NA,NA,NA,NA,ChIJRzK1Qr9Cs0cRyatcTIaQzl8,"QCRJ+XC Flensburg, Germany",9F6FQCRJ+XC,street_address,NA,NA,NA,NA
1,results,Germany,DE,country,political,NA,"Norderstraße 58, 24939 Flensburg, Germany",ROOFTOP,54.7938133802915,9.432376880291503,54.7911154197085,9.429678919708499,NA,NA,NA,NA,ChIJRzK1Qr9Cs0cRyatcTIaQzl8,"QCRJ+XC Flensburg, Germany",9F6FQCRJ+XC,street_address,NA,NA,NA,NA
1,results,24939,24939,postal_code,NA,NA,"Norderstraße 58, 24939 Flensburg, Germany",ROOFTOP,54.7938133802915,9.432376880291503,54.7911154197085,9.429678919708499,NA,NA,NA,NA,ChIJRzK1Qr9Cs0cRyatcTIaQzl8,"QCRJ+XC Flensburg, Germany",9F6FQCRJ+XC,street_address,NA,NA,NA,NA
2,results,18,18,street_number,NA,NA,"Fleethörn 18, 24103 Kiel, Germany",ROOFTOP,54.3231516802915,10.1357263802915,54.3204537197085,10.1330284197085,NA,NA,NA,NA,ChIJkdEBWWdWskcRU7wS6PqobPk,"84CM+PQ Kiel, Germany",9F6G84CM+PQ,street_address,NA,NA,NA,NA
2,results,Fleethörn,Fleethörn,route,NA,NA,"Fleethörn 18, 24103 Kiel, Germany",ROOFTOP,54.3231516802915,10.1357263802915,54.3204537197085,10.1330284197085,NA,NA,NA,NA,ChIJkdEBWWdWskcRU7wS6PqobPk,"84CM+PQ Kiel, Germany",9F6G84CM+PQ,street_address,NA,NA,NA,NA
2,results,Mitte,Mitte,political,sublocality,sublocality_level_1,"Fleethörn 18, 24103 Kiel, Germany",ROOFTOP,54.3231516802915,10.1357263802915,54.3204537197085,10.1330284197085,NA,NA,NA,NA,ChIJkdEBWWdWskcRU7wS6PqobPk,"84CM+PQ Kiel, Germany",9F6G84CM+PQ,street_address,NA,NA,NA,NA
2,results,Kiel,KI,locality,political,NA,"Fleethörn 18, 24103 Kiel, Germany",ROOFTOP,54.3231516802915,10.1357263802915,54.3204537197085,10.1330284197085,NA,NA,NA,NA,ChIJkdEBWWdWskcRU7wS6PqobPk,"84CM+PQ Kiel, Germany",9F6G84CM+PQ,street_address,NA,NA,NA,NA
2,results,Schleswig-Holstein,SH,administrative_area_level_1,political,NA,"Fleethörn 18, 24103 Kiel, Germany",ROOFTOP,54.3231516802915,10.1357263802915,54.3204537197085,10.1330284197085,NA,NA,NA,NA,ChIJkdEBWWdWskcRU7wS6PqobPk,"84CM+PQ Kiel, Germany",9F6G84CM+PQ,street_address,NA,NA,NA,NA
2,results,Germany,DE,country,political,NA,"Fleethörn 18, 24103 Kiel, Germany",ROOFTOP,54.3231516802915,10.1357263802915,54.3204537197085,10.1330284197085,NA,NA,NA,NA,ChIJkdEBWWdWskcRU7wS6PqobPk,"84CM+PQ Kiel, Germany",9F6G84CM+PQ,street_address,NA,NA,NA,NA
2,results,24103,24103,postal_code,NA,NA,"Fleethörn 18, 24103 Kiel, Germany",ROOFTOP,54.3231516802915,10.1357263802915,54.3204537197085,10.1330284197085,NA,NA,NA,NA,ChIJkdEBWWdWskcRU7wS6PqobPk,"84CM+PQ Kiel, Germany",9F6G84CM+PQ,street_address,NA,NA,NA,NA
3,results,2-8,2-8,street_number,NA,NA,"Sophienstraße 2-8, 23560 Lübeck, Germany",ROOFTOP,53.8573689802915,10.6901288802915,53.8546710197085,10.6874309197085,NA,NA,NA,NA,ChIJ9XEchkMJskcRX7ytBgyRwHg,"VM4Q+CG Lübeck, Germany",9F5GVM4Q+CG,street_address,NA,NA,NA,NA
3,results,Sophienstraße,Sophienstraße,route,NA,NA,"Sophienstraße 2-8, 23560 Lübeck, Germany",ROOFTOP,53.8573689802915,10.6901288802915,53.8546710197085,10.6874309197085,NA,NA,NA,NA,ChIJ9XEchkMJskcRX7ytBgyRwHg,"VM4Q+CG Lübeck, Germany",9F5GVM4Q+CG,street_address,NA,NA,NA,NA
3,results,St. Jürgen,St. Jürgen,political,sublocality,sublocality_level_1,"Sophienstraße 2-8, 23560 Lübeck, Germany",ROOFTOP,53.8573689802915,10.6901288802915,53.8546710197085,10.6874309197085,NA,NA,NA,NA,ChIJ9XEchkMJskcRX7ytBgyRwHg,"VM4Q+CG Lübeck, Germany",9F5GVM4Q+CG,street_address,NA,NA,NA,NA
3,results,Lübeck,Lübeck,locality,political,NA,"Sophienstraße 2-8, 23560 Lübeck, Germany",ROOFTOP,53.8573689802915,10.6901288802915,53.8546710197085,10.6874309197085,NA,NA,NA,NA,ChIJ9XEchkMJskcRX7ytBgyRwHg,"VM4Q+CG Lübeck, Germany",9F5GVM4Q+CG,street_address,NA,NA,NA,NA
3,results,Schleswig-Holstein,SH,administrative_area_level_1,political,NA,"Sophienstraße 2-8, 23560 Lübeck, Germany",ROOFTOP,53.8573689802915,10.6901288802915,53.8546710197085,10.6874309197085,NA,NA,NA,NA,ChIJ9XEchkMJskcRX7ytBgyRwHg,"VM4Q+CG Lübeck, Germany",9F5GVM4Q+CG,street_address,NA,NA,NA,NA
3,results,Germany,DE,country,political,NA,"Sophienstraße 2-8, 23560 Lübeck, Germany",ROOFTOP,53.8573689802915,10.6901288802915,53.8546710197085,10.6874309197085,NA,NA,NA,NA,ChIJ9XEchkMJskcRX7ytBgyRwHg,"VM4Q+CG Lübeck, Germany",9F5GVM4Q+CG,street_address,NA,NA,NA,NA
3,results,23560,23560,postal_code,NA,NA,"Sophienstraße 2-8, 23560 Lübeck, Germany",ROOFTOP,53.8573689802915,10.6901288802915,53.8546710197085,10.6874309197085,NA,NA,NA,NA,ChIJ9XEchkMJskcRX7ytBgyRwHg,"VM4Q+CG Lübeck, Germany",9F5GVM4Q+CG,street_address,NA,NA,NA,NA
4,results,8,8,street_number,NA,NA,"Meßtorffweg 8, 24534 Neumünster, Germany",ROOFTOP,54.0775913302915,9.992005130291503,54.0748933697085,9.989307169708498,54.07648,9.9910062,54.0760047,9.9903061,ChIJk-PRycVLskcReRqaLAlvaWQ,NA,NA,premise,NA,NA,NA,NA
4,results,Meßtorffweg,Meßtorffweg,route,NA,NA,"Meßtorffweg 8, 24534 Neumünster, Germany",ROOFTOP,54.0775913302915,9.992005130291503,54.0748933697085,9.989307169708498,54.07648,9.9910062,54.0760047,9.9903061,ChIJk-PRycVLskcReRqaLAlvaWQ,NA,NA,premise,NA,NA,NA,NA
4,results,Neumünster,NMS,locality,political,NA,"Meßtorffweg 8, 24534 Neumünster, Germany",ROOFTOP,54.0775913302915,9.992005130291503,54.0748933697085,9.989307169708498,54.07648,9.9910062,54.0760047,9.9903061,ChIJk-PRycVLskcReRqaLAlvaWQ,NA,NA,premise,NA,NA,NA,NA
4,results,Schleswig-Holstein,SH,administrative_area_level_1,political,NA,"Meßtorffweg 8, 24534 Neumünster, Germany",ROOFTOP,54.0775913302915,9.992005130291503,54.0748933697085,9.989307169708498,54.07648,9.9910062,54.0760047,9.9903061,ChIJk-PRycVLskcReRqaLAlvaWQ,NA,NA,premise,NA,NA,NA,NA
4,results,Germany,DE,country,political,NA,"Meßtorffweg 8, 24534 Neumünster, Germany",ROOFTOP,54.0775913302915,9.992005130291503,54.0748933697085,9.989307169708498,54.07648,9.9910062,54.0760047,9.9903061,ChIJk-PRycVLskcReRqaLAlvaWQ,NA,NA,premise,NA,NA,NA,NA
4,results,24534,24534,postal_code,NA,NA,"Meßtorffweg 8, 24534 Neumünster, Germany",ROOFTOP,54.0775913302915,9.992005130291503,54.0748933697085,9.989307169708498,54.07648,9.9910062,54.0760047,9.9903061,ChIJk-PRycVLskcReRqaLAlvaWQ,NA,NA,premise,NA,NA,NA,NA
5,results,50,50,street_number,NA,NA,"Esmarchstraße 50, 25746 Heide, Germany",ROOFTOP,54.2012656802915,9.0816711,54.1985677197085,9.0778672,54.2007685,9.0816711,54.1990649,9.0778672,ChIJ7Q14R7WOs0cR3YdXCTrx2gs,NA,NA,premise,NA,NA,NA,NA
5,results,Esmarchstraße,Esmarchstraße,route,NA,NA,"Esmarchstraße 50, 25746 Heide, Germany",ROOFTOP,54.2012656802915,9.0816711,54.1985677197085,9.0778672,54.2007685,9.0816711,54.1990649,9.0778672,ChIJ7Q14R7WOs0cR3YdXCTrx2gs,NA,NA,premise,NA,NA,NA,NA
5,results,Lohe-Rickelshof,Lohe-Rickelshof,political,sublocality,sublocality_level_1,"Esmarchstraße 50, 25746 Heide, Germany",ROOFTOP,54.2012656802915,9.0816711,54.1985677197085,9.0778672,54.2007685,9.0816711,54.1990649,9.0778672,ChIJ7Q14R7WOs0cR3YdXCTrx2gs,NA,NA,premise,NA,NA,NA,NA
5,results,Heide,Heide,locality,political,NA,"Esmarchstraße 50, 25746 Heide, Germany",ROOFTOP,54.2012656802915,9.0816711,54.1985677197085,9.0778672,54.2007685,9.0816711,54.1990649,9.0778672,ChIJ7Q14R7WOs0cR3YdXCTrx2gs,NA,NA,premise,NA,NA,NA,NA
5,results,Dithmarschen,Dithmarschen,administrative_area_level_3,political,NA,"Esmarchstraße 50, 25746 Heide, Germany",ROOFTOP,54.2012656802915,9.0816711,54.1985677197085,9.0778672,54.2007685,9.0816711,54.1990649,9.0778672,ChIJ7Q14R7WOs0cR3YdXCTrx2gs,NA,NA,premise,NA,NA,NA,NA
5,results,Schleswig-Holstein,SH,administrative_area_level_1,political,NA,"Esmarchstraße 50, 25746 Heide, Germany",ROOFTOP,54.2012656802915,9.0816711,54.1985677197085,9.0778672,54.2007685,9.0816711,54.1990649,9.0778672,ChIJ7Q14R7WOs0cR3YdXCTrx2gs,NA,NA,premise,NA,NA,NA,NA
5,results,Germany,DE,country,political,NA,"Esmarchstraße 50, 25746 Heide, Germany",ROOFTOP,54.2012656802915,9.0816711,54.1985677197085,9.0778672,54.2007685,9.0816711,54.1990649,9.0778672,ChIJ7Q14R7WOs0cR3YdXCTrx2gs,NA,NA,premise,NA,NA,NA,NA
5,results,25746,25746,postal_code,NA,NA,"Esmarchstraße 50, 25746 Heide, Germany",ROOFTOP,54.2012656802915,9.0816711,54.1985677197085,9.0778672,54.2007685,9.0816711,54.1990649,9.0778672,ChIJ7Q14R7WOs0cR3YdXCTrx2gs,NA,NA,premise,NA,NA,NA,NA
6,results,8,8,street_number,NA,NA,"Damm 8, 25813 Husum, Germany",ROOFTOP,54.47530843029151,9.054413230291503,54.47261046970851,9.051715269708499,54.4740953,9.0533722,54.4738236,9.0527563,ChIJ17HG09h_s0cRRL2TePwiXrk,NA,NA,premise,NA,NA,NA,NA
6,results,Damm,Damm,route,NA,NA,"Damm 8, 25813 Husum, Germany",ROOFTOP,54.47530843029151,9.054413230291503,54.47261046970851,9.051715269708499,54.4740953,9.0533722,54.4738236,9.0527563,ChIJ17HG09h_s0cRRL2TePwiXrk,NA,NA,premise,NA,NA,NA,NA
6,results,Husum,Husum,locality,political,NA,"Damm 8, 25813 Husum, Germany",ROOFTOP,54.47530843029151,9.054413230291503,54.47261046970851,9.051715269708499,54.4740953,9.0533722,54.4738236,9.0527563,ChIJ17HG09h_s0cRRL2TePwiXrk,NA,NA,premise,NA,NA,NA,NA
6,results,Nordfriesland,Nordfriesland,administrative_area_level_3,political,NA,"Damm 8, 25813 Husum, Germany",ROOFTOP,54.47530843029151,9.054413230291503,54.47261046970851,9.051715269708499,54.4740953,9.0533722,54.4738236,9.0527563,ChIJ17HG09h_s0cRRL2TePwiXrk,NA,NA,premise,NA,NA,NA,NA
6,results,Schleswig-Holstein,SH,administrative_area_level_1,political,NA,"Damm 8, 25813 Husum, Germany",ROOFTOP,54.47530843029151,9.054413230291503,54.47261046970851,9.051715269708499,54.4740953,9.0533722,54.4738236,9.0527563,ChIJ17HG09h_s0cRRL2TePwiXrk,NA,NA,premise,NA,NA,NA,NA
6,results,Germany,DE,country,political,NA,"Damm 8, 25813 Husum, Germany",ROOFTOP,54.47530843029151,9.054413230291503,54.47261046970851,9.051715269708499,54.4740953,9.0533722,54.4738236,9.0527563,ChIJ17HG09h_s0cRRL2TePwiXrk,NA,NA,premise,NA,NA,NA,NA
6,results,25813,25813,postal_code,NA,NA,"Damm 8, 25813 Husum, Germany",ROOFTOP,54.47530843029151,9.054413230291503,54.47261046970851,9.051715269708499,54.4740953,9.0533722,54.4738236,9.0527563,ChIJ17HG09h_s0cRRL2TePwiXrk,NA,NA,premise,NA,NA,NA,NA
7,results,52,52,street_number,NA,NA,"Holstenstraße 52, 23701 Eutin, Germany",ROOFTOP,54.1411963802915,10.6082800302915,54.13849841970851,10.6055820697085,54.14001870000001,10.6074476,54.1396761,10.6064145,ChIJwXXm14dvskcR4mkEVQkVg0k,NA,NA,premise,NA,NA,NA,NA
7,results,Holstenstraße,Holstenstraße,route,NA,NA,"Holstenstraße 52, 23701 Eutin, Germany",ROOFTOP,54.1411963802915,10.6082800302915,54.13849841970851,10.6055820697085,54.14001870000001,10.6074476,54.1396761,10.6064145,ChIJwXXm14dvskcR4mkEVQkVg0k,NA,NA,premise,NA,NA,NA,NA
7,results,Eutin,Eutin,locality,political,NA,"Holstenstraße 52, 23701 Eutin, Germany",ROOFTOP,54.1411963802915,10.6082800302915,54.13849841970851,10.6055820697085,54.14001870000001,10.6074476,54.1396761,10.6064145,ChIJwXXm14dvskcR4mkEVQkVg0k,NA,NA,premise,NA,NA,NA,NA
7,results,Ostholstein,Ostholstein,administrative_area_level_3,political,NA,"Holstenstraße 52, 23701 Eutin, Germany",ROOFTOP,54.1411963802915,10.6082800302915,54.13849841970851,10.6055820697085,54.14001870000001,10.6074476,54.1396761,10.6064145,ChIJwXXm14dvskcR4mkEVQkVg0k,NA,NA,premise,NA,NA,NA,NA
7,results,Schleswig-Holstein,SH,administrative_area_level_1,political,NA,"Holstenstraße 52, 23701 Eutin, Germany",ROOFTOP,54.1411963802915,10.6082800302915,54.13849841970851,10.6055820697085,54.14001870000001,10.6074476,54.1396761,10.6064145,ChIJwXXm14dvskcR4mkEVQkVg0k,NA,NA,premise,NA,NA,NA,NA
7,results,Germany,DE,country,political,NA,"Holstenstraße 52, 23701 Eutin, Germany",ROOFTOP,54.1411963802915,10.6082800302915,54.13849841970851,10.6055820697085,54.14001870000001,10.6074476,54.1396761,10.6064145,ChIJwXXm14dvskcR4mkEVQkVg0k,NA,NA,premise,NA,NA,NA,NA
7,results,23701,23701,postal_code,NA,NA,"Holstenstraße 52, 23701 Eutin, Germany",ROOFTOP,54.1411963802915,10.6082800302915,54.13849841970851,10.6055820697085,54.14001870000001,10.6074476,54.1396761,10.6064145,ChIJwXXm14dvskcR4mkEVQkVg0k,NA,NA,premise,NA,NA,NA,NA
8,results,11,11,street_number,NA,NA,"Kurt-Wagener-Straße 11, 25337 Elmshorn, Germany",ROOFTOP,53.74635318029149,9.701357280291504,53.74365521970849,9.698659319708499,NA,NA,NA,NA,ChIJZQBfwVDUs0cR-IPEVq1VzRQ,"PPW2+22 Elmshorn, Germany",9F5FPPW2+22,street_address,NA,NA,NA,NA
8,results,Kurt-Wagener-Straße,Kurt-Wagener-Straße,route,NA,NA,"Kurt-Wagener-Straße 11, 25337 Elmshorn, Germany",ROOFTOP,53.74635318029149,9.701357280291504,53.74365521970849,9.698659319708499,NA,NA,NA,NA,ChIJZQBfwVDUs0cR-IPEVq1VzRQ,"PPW2+22 Elmshorn, Germany",9F5FPPW2+22,street_address,NA,NA,NA,NA
8,results,Elmshorn,Elmshorn,locality,political,NA,"Kurt-Wagener-Straße 11, 25337 Elmshorn, Germany",ROOFTOP,53.74635318029149,9.701357280291504,53.74365521970849,9.698659319708499,NA,NA,NA,NA,ChIJZQBfwVDUs0cR-IPEVq1VzRQ,"PPW2+22 Elmshorn, Germany",9F5FPPW2+22,street_address,NA,NA,NA,NA
8,results,Pinneberg,PI,administrative_area_level_3,political,NA,"Kurt-Wagener-Straße 11, 25337 Elmshorn, Germany",ROOFTOP,53.74635318029149,9.701357280291504,53.74365521970849,9.698659319708499,NA,NA,NA,NA,ChIJZQBfwVDUs0cR-IPEVq1VzRQ,"PPW2+22 Elmshorn, Germany",9F5FPPW2+22,street_address,NA,NA,NA,NA
8,results,Schleswig-Holstein,SH,administrative_area_level_1,political,NA,"Kurt-Wagener-Straße 11, 25337 Elmshorn, Germany",ROOFTOP,53.74635318029149,9.701357280291504,53.74365521970849,9.698659319708499,NA,NA,NA,NA,ChIJZQBfwVDUs0cR-IPEVq1VzRQ,"PPW2+22 Elmshorn, Germany",9F5FPPW2+22,street_address,NA,NA,NA,NA
8,results,Germany,DE,country,political,NA,"Kurt-Wagener-Straße 11, 25337 Elmshorn, Germany",ROOFTOP,53.74635318029149,9.701357280291504,53.74365521970849,9.698659319708499,NA,NA,NA,NA,ChIJZQBfwVDUs0cR-IPEVq1VzRQ,"PPW2+22 Elmshorn, Germany",9F5FPPW2+22,street_address,NA,NA,NA,NA
8,results,25337,25337,postal_code,NA,NA,"Kurt-Wagener-Straße 11, 25337 Elmshorn, Germany",ROOFTOP,53.74635318029149,9.701357280291504,53.74365521970849,9.698659319708499,NA,NA,NA,NA,ChIJZQBfwVDUs0cR-IPEVq1VzRQ,"PPW2+22 Elmshorn, Germany",9F5FPPW2+22,street_address,NA,NA,NA,NA
9,results,8,8,street_number,NA,NA,"Kaiserstraße 8, 24768 Rendsburg, Germany",ROOFTOP,54.2990197802915,9.6705596802915,54.2963218197085,9.667861719708496,NA,NA,NA,NA,ChIJfVSc7s2ls0cRr2d6gUak9OE,"7MX9+3M Rendsburg, Germany",9F6F7MX9+3M,street_address,NA,NA,NA,NA
9,results,Kaiserstraße,Kaiserstraße,route,NA,NA,"Kaiserstraße 8, 24768 Rendsburg, Germany",ROOFTOP,54.2990197802915,9.6705596802915,54.2963218197085,9.667861719708496,NA,NA,NA,NA,ChIJfVSc7s2ls0cRr2d6gUak9OE,"7MX9+3M Rendsburg, Germany",9F6F7MX9+3M,street_address,NA,NA,NA,NA
9,results,Rendsburg,Rendsburg,locality,political,NA,"Kaiserstraße 8, 24768 Rendsburg, Germany",ROOFTOP,54.2990197802915,9.6705596802915,54.2963218197085,9.667861719708496,NA,NA,NA,NA,ChIJfVSc7s2ls0cRr2d6gUak9OE,"7MX9+3M Rendsburg, Germany",9F6F7MX9+3M,street_address,NA,NA,NA,NA
9,results,Rendsburg-Eckernförde,Rendsburg-Eckernförde,administrative_area_level_3,political,NA,"Kaiserstraße 8, 24768 Rendsburg, Germany",ROOFTOP,54.2990197802915,9.6705596802915,54.2963218197085,9.667861719708496,NA,NA,NA,NA,ChIJfVSc7s2ls0cRr2d6gUak9OE,"7MX9+3M Rendsburg, Germany",9F6F7MX9+3M,street_address,NA,NA,NA,NA
9,results,Schleswig-Holstein,SH,administrative_area_level_1,political,NA,"Kaiserstraße 8, 24768 Rendsburg, Germany",ROOFTOP,54.2990197802915,9.6705596802915,54.2963218197085,9.667861719708496,NA,NA,NA,NA,ChIJfVSc7s2ls0cRr2d6gUak9OE,"7MX9+3M Rendsburg, Germany",9F6F7MX9+3M,street_address,NA,NA,NA,NA
9,results,Germany,DE,country,political,NA,"Kaiserstraße 8, 24768 Rendsburg, Germany",ROOFTOP,54.2990197802915,9.6705596802915,54.2963218197085,9.667861719708496,NA,NA,NA,NA,ChIJfVSc7s2ls0cRr2d6gUak9OE,"7MX9+3M Rendsburg, Germany",9F6F7MX9+3M,street_address,NA,NA,NA,NA
9,results,24768,24768,postal_code,NA,NA,"Kaiserstraße 8, 24768 Rendsburg, Germany",ROOFTOP,54.2990197802915,9.6705596802915,54.2963218197085,9.667861719708496,NA,NA,NA,NA,ChIJfVSc7s2ls0cRr2d6gUak9OE,"7MX9+3M Rendsburg, Germany",9F6F7MX9+3M,street_address,NA,NA,NA,NA
10,results,22-26,22-26,street_number,NA,NA,"Moltkestraße 22-26, 24837 Schleswig, Germany",ROOFTOP,54.52034938029151,9.559439380291503,54.51765141970851,9.556741419708498,NA,NA,NA,NA,ChIJbf7tt8oMs0cRZXu4PBCBe_4,"GH95+J6 Schleswig, Germany",9F6FGH95+J6,street_address,NA,NA,NA,NA
10,results,Moltkestraße,Moltkestraße,route,NA,NA,"Moltkestraße 22-26, 24837 Schleswig, Germany",ROOFTOP,54.52034938029151,9.559439380291503,54.51765141970851,9.556741419708498,NA,NA,NA,NA,ChIJbf7tt8oMs0cRZXu4PBCBe_4,"GH95+J6 Schleswig, Germany",9F6FGH95+J6,street_address,NA,NA,NA,NA
10,results,Schleswig,Schleswig,locality,political,NA,"Moltkestraße 22-26, 24837 Schleswig, Germany",ROOFTOP,54.52034938029151,9.559439380291503,54.51765141970851,9.556741419708498,NA,NA,NA,NA,ChIJbf7tt8oMs0cRZXu4PBCBe_4,"GH95+J6 Schleswig, Germany",9F6FGH95+J6,street_address,NA,NA,NA,NA
10,results,Schleswig-Flensburg,Schleswig-Flensburg,administrative_area_level_3,political,NA,"Moltkestraße 22-26, 24837 Schleswig, Germany",ROOFTOP,54.52034938029151,9.559439380291503,54.51765141970851,9.556741419708498,NA,NA,NA,NA,ChIJbf7tt8oMs0cRZXu4PBCBe_4,"GH95+J6 Schleswig, Germany",9F6FGH95+J6,street_address,NA,NA,NA,NA
10,results,Schleswig-Holstein,SH,administrative_area_level_1,political,NA,"Moltkestraße 22-26, 24837 Schleswig, Germany",ROOFTOP,54.52034938029151,9.559439380291503,54.51765141970851,9.556741419708498,NA,NA,NA,NA,ChIJbf7tt8oMs0cRZXu4PBCBe_4,"GH95+J6 Schleswig, Germany",9F6FGH95+J6,street_address,NA,NA,NA,NA
10,results,Germany,DE,country,political,NA,"Moltkestraße 22-26, 24837 Schleswig, Germany",ROOFTOP,54.52034938029151,9.559439380291503,54.51765141970851,9.556741419708498,NA,NA,NA,NA,ChIJbf7tt8oMs0cRZXu4PBCBe_4,"GH95+J6 Schleswig, Germany",9F6FGH95+J6,street_address,NA,NA,NA,NA
10,results,24837,24837,postal_code,NA,NA,"Moltkestraße 22-26, 24837 Schleswig, Germany",ROOFTOP,54.52034938029151,9.559439380291503,54.51765141970851,9.556741419708498,NA,NA,NA,NA,ChIJbf7tt8oMs0cRZXu4PBCBe_4,"GH95+J6 Schleswig, Germany",9F6FGH95+J6,street_address,NA,NA,NA,NA
11,results,17,17,street_number,NA,NA,"Viktoriastraße 17, 25524 Itzehoe, Germany",ROOFTOP,53.92561698029149,9.513197380291503,53.9229190197085,9.510499419708498,NA,NA,NA,NA,ChIJKevdnffEs0cRxNdKGuLrA_I,"WGF6+PP Itzehoe, Germany",9F5FWGF6+PP,street_address,NA,NA,NA,NA
11,results,Viktoriastraße,Viktoriastraße,route,NA,NA,"Viktoriastraße 17, 25524 Itzehoe, Germany",ROOFTOP,53.92561698029149,9.513197380291503,53.9229190197085,9.510499419708498,NA,NA,NA,NA,ChIJKevdnffEs0cRxNdKGuLrA_I,"WGF6+PP Itzehoe, Germany",9F5FWGF6+PP,street_address,NA,NA,NA,NA
11,results,Itzehoe,Itzehoe,locality,political,NA,"Viktoriastraße 17, 25524 Itzehoe, Germany",ROOFTOP,53.92561698029149,9.513197380291503,53.9229190197085,9.510499419708498,NA,NA,NA,NA,ChIJKevdnffEs0cRxNdKGuLrA_I,"WGF6+PP Itzehoe, Germany",9F5FWGF6+PP,street_address,NA,NA,NA,NA
11,results,Steinburg,Steinburg,administrative_area_level_3,political,NA,"Viktoriastraße 17, 25524 Itzehoe, Germany",ROOFTOP,53.92561698029149,9.513197380291503,53.9229190197085,9.510499419708498,NA,NA,NA,NA,ChIJKevdnffEs0cRxNdKGuLrA_I,"WGF6+PP Itzehoe, Germany",9F5FWGF6+PP,street_address,NA,NA,NA,NA
11,results,Schleswig-Holstein,SH,administrative_area_level_1,political,NA,"Viktoriastraße 17, 25524 Itzehoe, Germany",ROOFTOP,53.92561698029149,9.513197380291503,53.9229190197085,9.510499419708498,NA,NA,NA,NA,ChIJKevdnffEs0cRxNdKGuLrA_I,"WGF6+PP Itzehoe, Germany",9F5FWGF6+PP,street_address,NA,NA,NA,NA
11,results,Germany,DE,country,political,NA,"Viktoriastraße 17, 25524 Itzehoe, Germany",ROOFTOP,53.92561698029149,9.513197380291503,53.9229190197085,9.510499419708498,NA,NA,NA,NA,ChIJKevdnffEs0cRxNdKGuLrA_I,"WGF6+PP Itzehoe, Germany",9F5FWGF6+PP,street_address,NA,NA,NA,NA
11,results,25524,25524,postal_code,NA,NA,"Viktoriastraße 17, 25524 Itzehoe, Germany",ROOFTOP,53.92561698029149,9.513197380291503,53.9229190197085,9.510499419708498,NA,NA,NA,NA,ChIJKevdnffEs0cRxNdKGuLrA_I,"WGF6+PP Itzehoe, Germany",9F5FWGF6+PP,street_address,NA,NA,NA,NA
12,results,3,3,street_number,NA,NA,"Reimer-Hansen-Straße 3, 23843 Bad Oldesloe, Germany",ROOFTOP,53.80796763029149,10.3818267802915,53.80526966970849,10.3791288197085,53.8069144,10.3809981,53.8063229,10.3799575,ChIJl8qlsOMZskcRr72GjNtacmQ,NA,NA,premise,NA,NA,NA,NA
12,results,Reimer-Hansen-Straße,Reimer-Hansen-Straße,route,NA,NA,"Reimer-Hansen-Straße 3, 23843 Bad Oldesloe, Germany",ROOFTOP,53.80796763029149,10.3818267802915,53.80526966970849,10.3791288197085,53.8069144,10.3809981,53.8063229,10.3799575,ChIJl8qlsOMZskcRr72GjNtacmQ,NA,NA,premise,NA,NA,NA,NA
12,results,Bad Oldesloe,Bad Oldesloe,locality,political,NA,"Reimer-Hansen-Straße 3, 23843 Bad Oldesloe, Germany",ROOFTOP,53.80796763029149,10.3818267802915,53.80526966970849,10.3791288197085,53.8069144,10.3809981,53.8063229,10.3799575,ChIJl8qlsOMZskcRr72GjNtacmQ,NA,NA,premise,NA,NA,NA,NA
